JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
BQ|Banque|519|20240522|411000|Clients|CL006|Réseau Proxi Nord|RBQ20240500519|20240522|Règlement client Réseau Proxi Nord|0,00|8329,20|L00161|20240522|20240522||
BQ|Banque|519|20240522|512000|Banque|||RBQ20240500519|20240522|Règlement client Réseau Proxi Nord|8329,20|0,00|L00161|20240522|20240522||
BQ|Banque|527|20240522|411000|Clients|CL001|HyperMarché Atlantique|RBQ20240500527|20240522|Règlement client HyperMarché Atlantique|0,00|6664,80|L00167|20240522|20240522||
BQ|Banque|527|20240522|512000|Banque|||RBQ20240500527|20240522|Règlement client HyperMarché Atlantique|6664,80|0,00|L00167|20240522|20240522||
AC|Achats|543|20240522|401000|Fournisseurs|FR005|Fournitures Gamma|AC2024050003|20240522|Achat marchandises collection saisonnière|0,00|4864,32|||20240522||
AC|Achats|543|20240522|445660|TVA déductible sur autres biens et services|||AC2024050003|20240522|Achat marchandises collection saisonnière|810,72|0,00|||20240522||
AC|Achats|543|20240522|607000|Achats de marchandises|||AC2024050003|20240522|Achat marchandises collection saisonnière|4053,60|0,00|||20240522||
AC|Achats|547|20240522|401000|Fournisseurs|FR005|Fournitures Gamma|AC2024050007|20240522|Achat marchandises lot grossiste|0,00|11733,12|||20240522||
AC|Achats|547|20240522|445660|TVA déductible sur autres biens et services|||AC2024050007|20240522|Achat marchandises lot grossiste|1955,52|0,00|||20240522||
AC|Achats|547|20240522|607000|Achats de marchandises|||AC2024050007|20240522|Achat marchandises lot grossiste|9777,60|0,00|||20240522||
BQ|Banque|580|20240522|401000|Fournisseurs|FR001|Grossiste Alpha|PBQ20240500580|20240522|Règlement fournisseur Grossiste Alpha|2743,34|0,00|L00186|20240522|20240522||
BQ|Banque|580|20240522|512000|Banque|||PBQ20240500580|20240522|Règlement fournisseur Grossiste Alpha|0,00|2743,34|L00186|20240522|20240522||
BQ|Banque|595|20240522|401000|Fournisseurs|FR001|Grossiste Alpha|PBQ20240500595|20240522|Règlement fournisseur Grossiste Alpha|14331,60|0,00|L00199|20240522|20240522||
BQ|Banque|595|20240522|512000|Banque|||PBQ20240500595|20240522|Règlement fournisseur Grossiste Alpha|0,00|14331,60|L00199|20240522|20240522||
VE|Ventes|500|20240523|411000|Clients|CL002|Distrib Ouest|VE2024050039|20240523|Vente marchandises réassort mensuel|7768,80|0,00|||20240523||
VE|Ventes|500|20240523|445710|TVA collectée|||VE2024050039|20240523|Vente marchandises réassort mensuel|0,00|1294,80|||20240523||
VE|Ventes|500|20240523|707000|Ventes de marchandises|||VE2024050039|20240523|Vente marchandises réassort mensuel|0,00|6474,00|||20240523||
BQ|Banque|505|20240523|411000|Clients|CL006|Réseau Proxi Nord|RBQ20240500505|20240523|Règlement client Réseau Proxi Nord|0,00|8774,40|L00149|20240523|20240523||
BQ|Banque|505|20240523|512000|Banque|||RBQ20240500505|20240523|Règlement client Réseau Proxi Nord|8774,40|0,00|L00149|20240523|20240523||
BQ|Banque|508|20240523|411000|Clients|CL010|NegoPlus|RBQ20240500508|20240523|Règlement client NegoPlus|0,00|9784,80|L00151|20240523|20240523||
BQ|Banque|508|20240523|512000|Banque|||RBQ20240500508|20240523|Règlement client NegoPlus|9784,80|0,00|L00151|20240523|20240523||
BQ|Banque|509|20240523|411000|Clients|CL008|Bazar Premium|RBQ20240500509|20240523|Règlement client Bazar Premium|0,00|2201,37|||20240523||
BQ|Banque|509|20240523|512000|Banque|||RBQ20240500509|20240523|Règlement client Bazar Premium|2201,37|0,00|||20240523||
BQ|Banque|515|20240523|411000|Clients|CL007|Marché Express|RBQ20240500515|20240523|Règlement client Marché Express|0,00|2347,46|L00157|20240523|20240523||
BQ|Banque|515|20240523|512000|Banque|||RBQ20240500515|20240523|Règlement client Marché Express|2347,46|0,00|L00157|20240523|20240523||
BQ|Banque|522|20240523|411000|Clients|CL011|Centrale Commerce|RBQ20240500522|20240523|Règlement client Centrale Commerce|0,00|8833,20|L00164|20240523|20240523||
BQ|Banque|522|20240523|512000|Banque|||RBQ20240500522|20240523|Règlement client Centrale Commerce|8833,20|0,00|L00164|20240523|20240523||
AC|Achats|563|20240523|401000|Fournisseurs|FR004|Stock Delta|AC2024050023|20240523|Achat marchandises import|0,00|11358,72|||20240523||
AC|Achats|563|20240523|445660|TVA déductible sur autres biens et services|||AC2024050023|20240523|Achat marchandises import|1893,12|0,00|||20240523||
AC|Achats|563|20240523|607000|Achats de marchandises|||AC2024050023|20240523|Achat marchandises import|9465,60|0,00|||20240523||
BQ|Banque|576|20240523|401000|Fournisseurs|FR007|Transport LogiTrans|PBQ20240500576|20240523|Règlement fournisseur Transport LogiTrans|2080,80|0,00|L00183|20240523|20240523||
BQ|Banque|576|20240523|512000|Banque|||PBQ20240500576|20240523|Règlement fournisseur Transport LogiTrans|0,00|2080,80|L00183|20240523|20240523||
BQ|Banque|594|20240523|401000|Fournisseurs|FR002|Import Beta|PBQ20240500594|20240523|Règlement fournisseur Import Beta|4090,80|0,00|L00198|20240523|20240523||
BQ|Banque|594|20240523|512000|Banque|||PBQ20240500594|20240523|Règlement fournisseur Import Beta|0,00|4090,80|L00198|20240523|20240523||
VE|Ventes|469|20240524|411000|Clients|CL006|Réseau Proxi Nord|VE2024050008|20240524|Vente marchandises lot promotionnel|4692,00|0,00|||20240524||
VE|Ventes|469|20240524|445710|TVA collectée|||VE2024050008|20240524|Vente marchandises lot promotionnel|0,00|782,00|||20240524||
VE|Ventes|469|20240524|707000|Ventes de marchandises|||VE2024050008|20240524|Vente marchandises lot promotionnel|0,00|3910,00|||20240524||
VE|Ventes|475|20240524|411000|Clients|CL006|Réseau Proxi Nord|VE2024050014|20240524|Vente marchandises assortiment saisonnier|8887,20|0,00|||20240524||
VE|Ventes|475|20240524|445710|TVA collectée|||VE2024050014|20240524|Vente marchandises assortiment saisonnier|0,00|1481,20|||20240524||
VE|Ventes|475|20240524|707000|Ventes de marchandises|||VE2024050014|20240524|Vente marchandises assortiment saisonnier|0,00|7406,00|||20240524||
VE|Ventes|484|20240524|411000|Clients|CL005|Comptoir Horizon|VE2024050023|20240524|Vente marchandises réassort mensuel|7573,20|0,00|||20240524||
VE|Ventes|484|20240524|445710|TVA collectée|||VE2024050023|20240524|Vente marchandises réassort mensuel|0,00|1262,20|||20240524||
VE|Ventes|484|20240524|707000|Ventes de marchandises|||VE2024050023|20240524|Vente marchandises réassort mensuel|0,00|6311,00|||20240524||
BQ|Banque|503|20240524|411000|Clients|CL008|Bazar Premium|RBQ20240500503|20240524|Règlement client Bazar Premium|0,00|10226,52|L00147|20240524|20240524||
BQ|Banque|503|20240524|512000|Banque|||RBQ20240500503|20240524|Règlement client Bazar Premium|10226,52|0,00|L00147|20240524|20240524||
AC|Achats|541|20240524|401000|Fournisseurs|FR004|Stock Delta|AC2024050001|20240524|Achat marchandises lot grossiste|0,00|10562,40|||20240524||
AC|Achats|541|20240524|445660|TVA déductible sur autres biens et services|||AC2024050001|20240524|Achat marchandises lot grossiste|1760,40|0,00|||20240524||
AC|Achats|541|20240524|607000|Achats de marchandises|||AC2024050001|20240524|Achat marchandises lot grossiste|8802,00|0,00|||20240524||
AC|Achats|550|20240524|401000|Fournisseurs|FR001|Grossiste Alpha|AC2024050010|20240524|Achat marchandises lot grossiste|0,00|2486,88|||20240524||
AC|Achats|550|20240524|445660|TVA déductible sur autres biens et services|||AC2024050010|20240524|Achat marchandises lot grossiste|414,48|0,00|||20240524||
AC|Achats|550|20240524|607000|Achats de marchandises|||AC2024050010|20240524|Achat marchandises lot grossiste|2072,40|0,00|||20240524||
AC|Achats|554|20240524|401000|Fournisseurs|FR001|Grossiste Alpha|AC2024050014|20240524|Achat marchandises lot grossiste|0,00|11217,60|||20240524||
AC|Achats|554|20240524|445660|TVA déductible sur autres biens et services|||AC2024050014|20240524|Achat marchandises lot grossiste|1869,60|0,00|||20240524||
AC|Achats|554|20240524|607000|Achats de marchandises|||AC2024050014|20240524|Achat marchandises lot grossiste|9348,00|0,00|||20240524||
VE|Ventes|499|20240525|411000|Clients|CL003|Supérette du Centre|VE2024050038|20240525|Vente marchandises gamme standard|6669,60|0,00|||20240525||
VE|Ventes|499|20240525|445710|TVA collectée|||VE2024050038|20240525|Vente marchandises gamme standard|0,00|1111,60|||20240525||
VE|Ventes|499|20240525|707000|Ventes de marchandises|||VE2024050038|20240525|Vente marchandises gamme standard|0,00|5558,00|||20240525||
BQ|Banque|501|20240525|411000|Clients|CL007|Marché Express|RBQ20240500501|20240525|Règlement client Marché Express|0,00|1070,53|L00145|20240525|20240525||
BQ|Banque|501|20240525|512000|Banque|||RBQ20240500501|20240525|Règlement client Marché Express|1070,53|0,00|L00145|20240525|20240525||
BQ|Banque|540|20240525|411000|Clients|CL001|HyperMarché Atlantique|RBQ20240500540|20240525|Règlement client HyperMarché Atlantique|0,00|1412,73|L00176|20240525|20240525||
BQ|Banque|540|20240525|512000|Banque|||RBQ20240500540|20240525|Règlement client HyperMarché Atlantique|1412,73|0,00|L00176|20240525|20240525||
AC|Achats|546|20240525|401000|Fournisseurs|FR001|Grossiste Alpha|AC2024050006|20240525|Achat marchandises lot grossiste|0,00|8766,72|||20240525||
AC|Achats|546|20240525|445660|TVA déductible sur autres biens et services|||AC2024050006|20240525|Achat marchandises lot grossiste|1461,12|0,00|||20240525||
AC|Achats|546|20240525|607000|Achats de marchandises|||AC2024050006|20240525|Achat marchandises lot grossiste|7305,60|0,00|||20240525||
BQ|Banque|574|20240525|401000|Fournisseurs|FR003|Euro Négoce|PBQ20240500574|20240525|Règlement fournisseur Euro Négoce|2359,09|0,00|||20240525||
BQ|Banque|574|20240525|512000|Banque|||PBQ20240500574|20240525|Règlement fournisseur Euro Négoce|0,00|2359,09|||20240525||
BQ|Banque|517|20240526|411000|Clients|CL011|Centrale Commerce|RBQ20240500517|20240526|Règlement client Centrale Commerce|0,00|5433,60|L00159|20240526|20240526||
BQ|Banque|517|20240526|512000|Banque|||RBQ20240500517|20240526|Règlement client Centrale Commerce|5433,60|0,00|L00159|20240526|20240526||
BQ|Banque|533|20240526|411000|Clients|CL005|Comptoir Horizon|RBQ20240500533|20240526|Règlement client Comptoir Horizon|0,00|5035,20|L00172|20240526|20240526||
BQ|Banque|533|20240526|512000|Banque|||RBQ20240500533|20240526|Règlement client Comptoir Horizon|5035,20|0,00|L00172|20240526|20240526||
AC|Achats|566|20240526|401000|Fournisseurs|FR004|Stock Delta|AC2024050026|20240526|Achat marchandises lot grossiste|0,00|3087,36|||20240526||
AC|Achats|566|20240526|445660|TVA déductible sur autres biens et services|||AC2024050026|20240526|Achat marchandises lot grossiste|514,56|0,00|||20240526||
AC|Achats|566|20240526|607000|Achats de marchandises|||AC2024050026|20240526|Achat marchandises lot grossiste|2572,80|0,00|||20240526||
OD|Opérations diverses|603|20240526|421000|Personnel - rémunérations dues|||PAIE202405|20240526|Constatation paie mensuelle|0,00|14880,06|||20240526||
OD|Opérations diverses|603|20240526|431000|Sécurité sociale|||PAIE202405|20240526|Constatation paie mensuelle|0,00|8012,34|||20240526||
OD|Opérations diverses|603|20240526|442100|Prélèvement à la source|||PAIE202405|20240526|Constatation paie mensuelle|0,00|4196,94|||20240526||
OD|Opérations diverses|603|20240526|641000|Rémunérations du personnel|||PAIE202405|20240526|Constatation paie mensuelle|19077,00|0,00|||20240526||
BQ|Banque|535|20240527|411000|Clients|CL011|Centrale Commerce|RBQ20240500535|20240527|Règlement client Centrale Commerce|0,00|2037,52|||20240527||
BQ|Banque|535|20240527|512000|Banque|||RBQ20240500535|20240527|Règlement client Centrale Commerce|2037,52|0,00|||20240527||
AC|Achats|548|20240527|401000|Fournisseurs|FR002|Import Beta|AC2024050008|20240527|Achat marchandises lot grossiste|0,00|7567,20|||20240527||
AC|Achats|548|20240527|445660|TVA déductible sur autres biens et services|||AC2024050008|20240527|Achat marchandises lot grossiste|1261,20|0,00|||20240527||
AC|Achats|548|20240527|607000|Achats de marchandises|||AC2024050008|20240527|Achat marchandises lot grossiste|6306,00|0,00|||20240527||
AC|Achats|557|20240527|401000|Fournisseurs|FR005|Fournitures Gamma|AC2024050017|20240527|Achat marchandises collection saisonnière|0,00|9250,56|||20240527||
AC|Achats|557|20240527|445660|TVA déductible sur autres biens et services|||AC2024050017|20240527|Achat marchandises collection saisonnière|1541,76|0,00|||20240527||
AC|Achats|557|20240527|607000|Achats de marchandises|||AC2024050017|20240527|Achat marchandises collection saisonnière|7708,80|0,00|||20240527||
BQ|Banque|572|20240527|401000|Fournisseurs|FR005|Fournitures Gamma|PBQ20240500572|20240527|Règlement fournisseur Fournitures Gamma|6682,80|0,00|L00180|20240527|20240527||
BQ|Banque|572|20240527|512000|Banque|||PBQ20240500572|20240527|Règlement fournisseur Fournitures Gamma|0,00|6682,80|L00180|20240527|20240527||
BQ|Banque|573|20240527|401000|Fournisseurs|FR004|Stock Delta|PBQ20240500573|20240527|Règlement fournisseur Stock Delta|6065,28|0,00|L00181|20240527|20240527||
BQ|Banque|573|20240527|512000|Banque|||PBQ20240500573|20240527|Règlement fournisseur Stock Delta|0,00|6065,28|L00181|20240527|20240527||
BQ|Banque|585|20240527|401000|Fournisseurs|FR007|Transport LogiTrans|PBQ20240500585|20240527|Règlement fournisseur Transport LogiTrans|1251,60|0,00|L00190|20240527|20240527||
BQ|Banque|585|20240527|512000|Banque|||PBQ20240500585|20240527|Règlement fournisseur Transport LogiTrans|0,00|1251,60|L00190|20240527|20240527||
VE|Ventes|474|20240528|411000|Clients|CL002|Distrib Ouest|VE2024050013|20240528|Vente marchandises lot promotionnel|9432,00|0,00|||20240528||
VE|Ventes|474|20240528|445710|TVA collectée|||VE2024050013|20240528|Vente marchandises lot promotionnel|0,00|1572,00|||20240528||
VE|Ventes|474|20240528|707000|Ventes de marchandises|||VE2024050013|20240528|Vente marchandises lot promotionnel|0,00|7860,00|||20240528||
BQ|Banque|520|20240528|411000|Clients|CL009|Union Retail|RBQ20240500520|20240528|Règlement client Union Retail|0,00|8434,80|L00162|20240528|20240528||
BQ|Banque|520|20240528|512000|Banque|||RBQ20240500520|20240528|Règlement client Union Retail|8434,80|0,00|L00162|20240528|20240528||
BQ|Banque|596|20240528|401000|Fournisseurs|FR004|Stock Delta|PBQ20240500596|20240528|Règlement fournisseur Stock Delta|6837,60|0,00|L00200|20240528|20240528||
BQ|Banque|596|20240528|512000|Banque|||PBQ20240500596|20240528|Règlement fournisseur Stock Delta|0,00|6837,60|L00200|20240528|20240528||
BQ|Banque|604|20240528|421000|Personnel - rémunérations dues|||VIRPAIE202405|20240528|Paiement des salaires|14880,06|0,00|||20240528||
BQ|Banque|604|20240528|512000|Banque|||VIRPAIE202405|20240528|Paiement des salaires|0,00|14880,06|||20240528||
BQ|Banque|605|20240528|431000|Sécurité sociale|||URSSAF202405|20240528|Paiement charges sociales|8012,34|0,00|||20240528||
BQ|Banque|605|20240528|442100|Prélèvement à la source|||URSSAF202405|20240528|Paiement charges sociales|4196,94|0,00|||20240528||
BQ|Banque|605|20240528|512000|Banque|||URSSAF202405|20240528|Paiement charges sociales|0,00|12209,28|||20240528||
AC|Achats|609|20240528|401000|Fournisseurs|FR007|Transport LogiTrans|TR202405004|20240528|Facture transport marchandises|0,00|2240,40|||20240528||
AC|Achats|609|20240528|445660|TVA déductible sur autres biens et services|||TR202405004|20240528|Facture transport marchandises|373,40|0,00|||20240528||
AC|Achats|609|20240528|624100|Transports sur achats|||TR202405004|20240528|Facture transport marchandises|1867,00|0,00|||20240528||
VE|Ventes|629|20240601|411000|Clients|CL005|Comptoir Horizon|VE2024060016|20240601|Vente marchandises réassort mensuel|11368,50|0,00|||20240601||
VE|Ventes|629|20240601|445710|TVA collectée|||VE2024060016|20240601|Vente marchandises réassort mensuel|0,00|1894,75|||20240601||
VE|Ventes|629|20240601|707000|Ventes de marchandises|||VE2024060016|20240601|Vente marchandises réassort mensuel|0,00|9473,75|||20240601||
VE|Ventes|654|20240601|411000|Clients|CL008|Bazar Premium|VE2024060041|20240601|Vente marchandises assortiment saisonnier|3768,00|0,00|||20240601||
VE|Ventes|654|20240601|445710|TVA collectée|||VE2024060041|20240601|Vente marchandises assortiment saisonnier|0,00|628,00|||20240601||
VE|Ventes|654|20240601|707000|Ventes de marchandises|||VE2024060041|20240601|Vente marchandises assortiment saisonnier|0,00|3140,00|||20240601||
AC|Achats|712|20240601|401000|Fournisseurs|FR004|Stock Delta|AC2024060013|20240601|Achat marchandises import|0,00|6500,16|||20240601||
AC|Achats|712|20240601|445660|TVA déductible sur autres biens et services|||AC2024060013|20240601|Achat marchandises import|1083,36|0,00|||20240601||
AC|Achats|712|20240601|607000|Achats de marchandises|||AC2024060013|20240601|Achat marchandises import|5416,80|0,00|||20240601||
BQ|Banque|720|20240601|401000|Fournisseurs|FR007|Transport LogiTrans|PBQ20240600720|20240601|Règlement fournisseur Transport LogiTrans|2240,40|0,00|L00245|20240601|20240601||
BQ|Banque|720|20240601|512000|Banque|||PBQ20240600720|20240601|Règlement fournisseur Transport LogiTrans|0,00|2240,40|L00245|20240601|20240601||
BQ|Banque|742|20240601|401000|Fournisseurs|FR001|Grossiste Alpha|PBQ20240600742|20240601|Règlement fournisseur Grossiste Alpha|7405,92|0,00|L00264|20240601|20240601||
BQ|Banque|742|20240601|512000|Banque|||PBQ20240600742|20240601|Règlement fournisseur Grossiste Alpha|0,00|7405,92|L00264|20240601|20240601||
BQ|Banque|749|20240601|401000|Fournisseurs|FR006|Packlog|PBQ20240600749|20240601|Règlement fournisseur Packlog|984,00|0,00|L00271|20240601|20240601||
BQ|Banque|749|20240601|512000|Banque|||PBQ20240600749|20240601|Règlement fournisseur Packlog|0,00|984,00|L00271|20240601|20240601||
VE|Ventes|650|20240602|411000|Clients|CL010|NegoPlus|VE2024060037|20240602|Vente marchandises assortiment saisonnier|11020,50|0,00|||20240602||
VE|Ventes|650|20240602|445710|TVA collectée|||VE2024060037|20240602|Vente marchandises assortiment saisonnier|0,00|1836,75|||20240602||
VE|Ventes|650|20240602|707000|Ventes de marchandises|||VE2024060037|20240602|Vente marchandises assortiment saisonnier|0,00|9183,75|||20240602||
BQ|Banque|670|20240602|411000|Clients|CL003|Supérette du Centre|RBQ20240600670|20240602|Règlement client Supérette du Centre|0,00|6669,60|L00217|20240602|20240602||
BQ|Banque|670|20240602|512000|Banque|||RBQ20240600670|20240602|Règlement client Supérette du Centre|6669,60|0,00|L00217|20240602|20240602||
BQ|Banque|721|20240602|401000|Fournisseurs|FR001|Grossiste Alpha|PBQ20240600721|20240602|Règlement fournisseur Grossiste Alpha|2486,88|0,00|L00246|20240602|20240602||
BQ|Banque|721|20240602|512000|Banque|||PBQ20240600721|20240602|Règlement fournisseur Grossiste Alpha|0,00|2486,88|L00246|20240602|20240602||
AC|Achats|766|20240602|401000|Fournisseurs|FR006|Packlog|FG202406001|20240602|Frais généraux et fournitures|0,00|158,40|||20240602||
AC|Achats|766|20240602|445660|TVA déductible sur autres biens et services|||FG202406001|20240602|Frais généraux et fournitures|26,40|0,00|||20240602||
AC|Achats|766|20240602|606300|Fournitures d'entretien et petit équipement|||FG202406001|20240602|Frais généraux et fournitures|132,00|0,00|||20240602||
VE|Ventes|628|20240603|411000|Clients|CL006|Réseau Proxi Nord|VE2024060015|20240603|Vente marchandises assortiment saisonnier|3486,00|0,00|||20240603||
VE|Ventes|628|20240603|445710|TVA collectée|||VE2024060015|20240603|Vente marchandises assortiment saisonnier|0,00|581,00|||20240603||
VE|Ventes|628|20240603|707000|Ventes de marchandises|||VE2024060015|20240603|Vente marchandises assortiment saisonnier|0,00|2905,00|||20240603||
VE|Ventes|655|20240603|411000|Clients|CL002|Distrib Ouest|VE2024060042|20240603|Vente marchandises assortiment saisonnier|4681,50|0,00|||20240603||
VE|Ventes|655|20240603|445710|TVA collectée|||VE2024060042|20240603|Vente marchandises assortiment saisonnier|0,00|780,25|||20240603||
VE|Ventes|655|20240603|707000|Ventes de marchandises|||VE2024060042|20240603|Vente marchandises assortiment saisonnier|0,00|3901,25|||20240603||
BQ|Banque|660|20240603|411000|Clients|CL008|Bazar Premium|RBQ20240600660|20240603|Règlement client Bazar Premium|0,00|871,23|L00209|20240603|20240603||
BQ|Banque|660|20240603|512000|Banque|||RBQ20240600660|20240603|Règlement client Bazar Premium|871,23|0,00|L00209|20240603|20240603||
AC|Achats|714|20240603|401000|Fournisseurs|FR003|Euro Négoce|AC2024060015|20240603|Achat marchandises réapprovisionnement|0,00|7634,88|||20240603||
AC|Achats|714|20240603|445660|TVA déductible sur autres biens et services|||AC2024060015|20240603|Achat marchandises réapprovisionnement|1272,48|0,00|||20240603||
AC|Achats|714|20240603|607000|Achats de marchandises|||AC2024060015|20240603|Achat marchandises réapprovisionnement|6362,40|0,00|||20240603||
BQ|Banque|726|20240603|401000|Fournisseurs|FR005|Fournitures Gamma|PBQ20240600726|20240603|Règlement fournisseur Fournitures Gamma|2875,68|0,00|L00251|20240603|20240603||
BQ|Banque|726|20240603|512000|Banque|||PBQ20240600726|20240603|Règlement fournisseur Fournitures Gamma|0,00|2875,68|L00251|20240603|20240603||
BQ|Banque|737|20240603|401000|Fournisseurs|FR001|Grossiste Alpha|PBQ20240600737|20240603|Règlement fournisseur Grossiste Alpha|11217,60|0,00|L00261|20240603|20240603||
BQ|Banque|737|20240603|512000|Banque|||PBQ20240600737|20240603|Règlement fournisseur Grossiste Alpha|0,00|11217,60|L00261|20240603|20240603||
BQ|Banque|751|20240603|401000|Fournisseurs|FRB01|SCI Entrepôts|PBQ20240600751|20240603|Règlement fournisseur SCI Entrepôts|3360,00|0,00|L00273|20240603|20240603||
BQ|Banque|751|20240603|512000|Banque|||PBQ20240600751|20240603|Règlement fournisseur SCI Entrepôts|0,00|3360,00|L00273|20240603|20240603||
VE|Ventes|625|20240604|411000|Clients|CL002|Distrib Ouest|VE2024060012|20240604|Vente marchandises assortiment saisonnier|1327,50|0,00|||20240604||
VE|Ventes|625|20240604|445710|TVA collectée|||VE2024060012|20240604|Vente marchandises assortiment saisonnier|0,00|221,25|||20240604||
VE|Ventes|625|20240604|707000|Ventes de marchandises|||VE2024060012|20240604|Vente marchandises assortiment saisonnier|0,00|1106,25|||20240604||
BQ|Banque|666|20240604|411000|Clients|CL002|Distrib Ouest|RBQ20240600666|20240604|Règlement client Distrib Ouest|0,00|4681,50|L00213|20240604|20240604||
BQ|Banque|666|20240604|512000|Banque|||RBQ20240600666|20240604|Règlement client Distrib Ouest|4681,50|0,00|L00213|20240604|20240604||
BQ|Banque|678|20240604|411000|Clients|CL003|Supérette du Centre|RBQ20240600678|20240604|Règlement client Supérette du Centre|0,00|9997,20|L00224|20240604|20240604||
BQ|Banque|678|20240604|512000|Banque|||RBQ20240600678|20240604|Règlement client Supérette du Centre|9997,20|0,00|L00224|20240604|20240604||
AC|Achats|710|20240604|401000|Fournisseurs|FR004|Stock Delta|AC2024060011|20240604|Achat marchandises réapprovisionnement|0,00|2111,04|||20240604||
AC|Achats|710|20240604|445660|TVA déductible sur autres biens et services|||AC2024060011|20240604|Achat marchandises réapprovisionnement|351,84|0,00|||20240604||
AC|Achats|710|20240604|607000|Achats de marchandises|||AC2024060011|20240604|Achat marchandises réapprovisionnement|1759,20|0,00|||20240604||
BQ|Banque|738|20240604|401000|Fournisseurs|FR002|Import Beta|PBQ20240600738|20240604|Règlement fournisseur Import Beta|13980,00|0,00|L00262|20240604|20240604||
BQ|Banque|738|20240604|512000|Banque|||PBQ20240600738|20240604|Règlement fournisseur Import Beta|0,00|13980,00|L00262|20240604|20240604||
BQ|Banque|741|20240604|401000|Fournisseurs|FR005|Fournitures Gamma|PBQ20240600741|20240604|Règlement fournisseur Fournitures Gamma|2246,08|0,00|||20240604||
BQ|Banque|741|20240604|512000|Banque|||PBQ20240600741|20240604|Règlement fournisseur Fournitures Gamma|0,00|2246,08|||20240604||
BQ|Banque|748|20240604|401000|Fournisseurs|FR007|Transport LogiTrans|PBQ20240600748|20240604|Règlement fournisseur Transport LogiTrans|1387,20|0,00|L00270|20240604|20240604||
BQ|Banque|748|20240604|512000|Banque|||PBQ20240600748|20240604|Règlement fournisseur Transport LogiTrans|0,00|1387,20|L00270|20240604|20240604||
VE|Ventes|624|20240605|411000|Clients|CL007|Marché Express|VE2024060011|20240605|Vente marchandises réassort mensuel|4990,50|0,00|||20240605||
VE|Ventes|624|20240605|445710|TVA collectée|||VE2024060011|20240605|Vente marchandises réassort mensuel|0,00|831,75|||20240605||
VE|Ventes|624|20240605|707000|Ventes de marchandises|||VE2024060011|20240605|Vente marchandises réassort mensuel|0,00|4158,75|||20240605||
VE|Ventes|632|20240605|411000|Clients|CL002|Distrib Ouest|VE2024060019|20240605|Vente marchandises réassort mensuel|5308,50|0,00|||20240605||
VE|Ventes|632|20240605|445710|TVA collectée|||VE2024060019|20240605|Vente marchandises réassort mensuel|0,00|884,75|||20240605||
VE|Ventes|632|20240605|707000|Ventes de marchandises|||VE2024060019|20240605|Vente marchandises réassort mensuel|0,00|4423,75|||20240605||
VE|Ventes|635|20240605|411000|Clients|CL005|Comptoir Horizon|VE2024060022|20240605|Vente marchandises réassort mensuel|1365,00|0,00|||20240605||
VE|Ventes|635|20240605|445710|TVA collectée|||VE2024060022|20240605|Vente marchandises réassort mensuel|0,00|227,50|||20240605||
VE|Ventes|635|20240605|707000|Ventes de marchandises|||VE2024060022|20240605|Vente marchandises réassort mensuel|0,00|1137,50|||20240605||
VE|Ventes|645|20240605|411000|Clients|CL011|Centrale Commerce|VE2024060032|20240605|Vente marchandises lot promotionnel|8641,50|0,00|||20240605||
VE|Ventes|645|20240605|445710|TVA collectée|||VE2024060032|20240605|Vente marchandises lot promotionnel|0,00|1440,25|||20240605||
VE|Ventes|645|20240605|707000|Ventes de marchandises|||VE2024060032|20240605|Vente marchandises lot promotionnel|0,00|7201,25|||20240605||
VE|Ventes|646|20240605|411000|Clients|CL012|Maison des Bonnes Affaires|VE2024060033|20240605|Vente marchandises réassort mensuel|11598,00|0,00|||20240605||
VE|Ventes|646|20240605|445710|TVA collectée|||VE2024060033|20240605|Vente marchandises réassort mensuel|0,00|1933,00|||20240605||
VE|Ventes|646|20240605|707000|Ventes de marchandises|||VE2024060033|20240605|Vente marchandises réassort mensuel|0,00|9665,00|||20240605||
BQ|Banque|693|20240605|411000|Clients|CL007|Marché Express|RBQ20240600693|20240605|Règlement client Marché Express|0,00|8996,40|L00239|20240605|20240605||
BQ|Banque|693|20240605|512000|Banque|||RBQ20240600693|20240605|Règlement client Marché Express|8996,40|0,00|L00239|20240605|20240605||
BQ|Banque|730|20240605|401000|Fournisseurs|FR003|Euro Négoce|PBQ20240600730|20240605|Règlement fournisseur Euro Négoce|8219,52|0,00|L00254|20240605|20240605||
BQ|Banque|730|20240605|512000|Banque|||PBQ20240600730|20240605|Règlement fournisseur Euro Négoce|0,00|8219,52|L00254|20240605|20240605||
BQ|Banque|746|20240605|401000|Fournisseurs|FR005|Fournitures Gamma|PBQ20240600746|20240605|Règlement fournisseur Fournitures Gamma|1495,20|0,00|L00268|20240605|20240605||
BQ|Banque|746|20240605|512000|Banque|||PBQ20240600746|20240605|Règlement fournisseur Fournitures Gamma|0,00|1495,20|L00268|20240605|20240605||
OD|Opérations diverses|755|20240605|401000|Fournisseurs|FRB01|SCI Entrepôts|LOY202406|20240605|Loyer entrepôt et bureaux|0,00|3360,00|||20240605||
OD|Opérations diverses|755|20240605|445660|TVA déductible sur autres biens et services|||LOY202406|20240605|Loyer entrepôt et bureaux|560,00|0,00|||20240605||
